imdb_id,popularity,budget,original_title,cast,homepage,director,overview,genres,revenue_adj,certificate,runtime,rating,votes
tt0369610,32.985763,150000000,Jurassic World,"Chris Pratt,Bryce Dallas Howard,Irrfan Khan,Vincent D'Onofrio,Nick Robinson",http://www.jurassicworld.com/,Colin Trevorrow,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.","Action,Adventure,Science Fiction,Thriller",1392445892.52,PG-13,124 min,6.9,649327.0
tt1392190,28.419936,150000000,Mad Max: Fury Road,"Tom Hardy,Charlize Theron,Hugh Keays-Byrne,Nicholas Hoult,Josh Helman",http://www.madmaxmovie.com/,George Miller,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.","Action,Adventure,Science Fiction,Thriller",348161292.49,R,120 min,8.1,1013606.0
tt2908446,13.112507,110000000,Insurgent,"Shailene Woodley,Theo James,Kate Winslet,Ansel Elgort,Miles Teller",http://www.thedivergentseries.movie/#insurgent,Robert Schwentke,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,"Adventure,Science Fiction,Thriller",271619025.41,PG-13,119 min,6.2,242031.0
tt2488496,11.173104,200000000,Star Wars: The Force Awakens,"Harrison Ford,Mark Hamill,Carrie Fisher,Adam Driver,Daisy Ridley",http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.","Action,Adventure,Science Fiction,Fantasy",1902723129.80,PG-13,138 min,7.8,937714.0
tt2820852,9.335014,190000000,Furious 7,"Vin Diesel,Paul Walker,Jason Statham,Michelle Rodriguez,Dwayne Johnson",http://www.furious7.com/,James Wan,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"Action,Crime,Thriller",1385748801.47,PG-13,137 min,7.1,394578.0
tt1663202,9.1107,135000000,The Revenant,"Leonardo DiCaprio,Tom Hardy,Will Poulter,Domhnall Gleeson,Paul Anderson",http://www.foxmovies.com/movies/the-revenant,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","Western,Drama,Adventure,Thriller",490314247.02,R,156 min,8.0,814804.0
tt1340138,8.654359,155000000,Terminator Genisys,"Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney,J.K. Simmons",http://www.terminatormovie.com/,Alan Taylor,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.","Science Fiction,Action,Thriller,Adventure",405355075.68,PG-13,126 min,6.3,281561.0
tt2379713,6.200282,245000000,Spectre,"Daniel Craig,Christoph Waltz,LÃ©a Seydoux,Ralph Fiennes,Monica Bellucci",http://www.sonypictures.com/movies/spectre/,Sam Mendes,"A cryptic message from Bondâ€™s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.","Action,Adventure,Crime",810220283.78,PG-13,148 min,6.8,446089.0
tt1617661,6.189369,176000003,Jupiter Ascending,"Mila Kunis,Channing Tatum,Sean Bean,Eddie Redmayne,Douglas Booth",http://www.jupiterascending.com,Lana Wachowski|Lilly Wachowski,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynastyâ€¦","Science Fiction,Fantasy,Action,Adventure",169268630.68,PG-13,127 min,5.3,190166.0
tt2120120,5.984995,88000000,Pixels,"Adam Sandler,Michelle Monaghan,Peter Dinklage,Josh Gad,Kevin James",http://www.pixels-movie.com/,Chris Columbus,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,"Action,Comedy,Science Fiction",224146025.10,PG-13,105 min,5.6,147709.0
tt2395427,5.944927,280000000,Avengers: Age of Ultron,"Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,Scarlett Johansson",http://marvel.com/movies/movie/193/avengers_age_of_ultron,Joss Whedon,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earthâ€™s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.","Action,Adventure,Science Fiction",1292632336.88,PG-13,141 min,7.3,872228.0
tt2446042,5.749758,48000000,Taken 3,"Liam Neeson,Forest Whitaker,Maggie Grace,Famke Janssen,Dougray Scott",http://www.taken3movie.com/,Olivier Megaton,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.","Crime,Action,Thriller",299709578.21,PG-13,108 min,6.0,195688.0
tt0478970,5.573184,130000000,Ant-Man,"Paul Rudd,Michael Douglas,Evangeline Lilly,Corey Stoll,Bobby Cannavale",http://marvel.com/movies/movie/180/ant-man,Peyton Reed,"Armed with the astonishing ability to shrink in scale but increase in strength, con-man Scott Lang must embrace his inner-hero and help his mentor, Dr. Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.","Science Fiction,Action,Adventure",477113780.03,PG-13,117 min,7.3,675514.0
tt1951266,5.476958,160000000,The Hunger Games: Mockingjay - Part 2,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks",http://www.thehungergames.movie/,Francis Lawrence,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends â€“ including Gale, Finnick, and Peeta â€“ Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.","War,Adventure,Science Fiction",598481289.51,PG-13,137 min,6.5,333896.0
tt1964418,5.462138,190000000,Tomorrowland,"Britt Robertson,George Clooney,Raffey Cassidy,Thomas Robinson,Hugh Laurie",http://movies.disney.com/tomorrowland,Brad Bird,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""","Action,Family,Science Fiction,Adventure,Mystery",192312729.94,PG,130 min,6.4,184720.0
tt2126355,4.907832,110000000,San Andreas,"Dwayne Johnson,Alexandra Daddario,Carla Gugino,Ioan Gruffudd,Archie Panjabi",http://www.sanandreasmovie.com/,Brad Peyton,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.","Action,Drama,Thriller",432851374.99,PG-13,114 min,6.1,242203.0
tt2381249,4.566713,150000000,Mission: Impossible - Rogue Nation,"Tom Cruise,Jeremy Renner,Simon Pegg,Rebecca Ferguson,Ving Rhames",http://www.missionimpossible.com,Christopher McQuarrie,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",Action,627743451.67,PG-13,131 min,7.4,378784.0
tt2802144,4.503789,81000000,Kingsman: The Secret Service,"Taron Egerton,Colin Firth,Samuel L. Jackson,Michael Caine,Mark Strong",http://www.kingsmanmovie.com/,Matthew Vaughn,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,"Crime,Comedy,Action,Adventure",371497801.66,R,129 min,7.7,675476.0
tt4046784,3.968891,61000000,Maze Runner: The Scorch Trials,"Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Giancarlo Esposito,Aidan Gillen",http://mazerunnermovies.com,Wes Ball,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKDâ€™s vastly superior forces and uncover its shocking plans for them all.","Action,Science Fiction,Thriller",286356245.92,PG-13,131 min,6.3,256144.0
tt1823672,3.899557,49000000,Chappie,"Sharlto Copley,Dev Patel,Ninja,Yolandi Visser,Jose Pablo Cantillo",http://www.chappie-movie.com,Neill Blomkamp,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundingsâ€”some good, some badâ€”and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.","Crime,Action,Science Fiction",93903685.24,R,120 min,6.8,256054.0
tt1618442,3.080505,90000000,The Last Witch Hunter,"Vin Diesel,Rose Leslie,Michael Caine,Elijah Wood,Ã“lafur Darri Ã“lafsson",http://www.thelastwitchhunter.movie/,Breck Eisner,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.","Fantasy,Action,Adventure",129164861.17,PG-13,106 min,5.9,105562.0
tt3072482,3.023253,10000000,Hardcore Henry,"Sharlto Copley,Haley Bennett,Danila Kozlovskiy,Tim Roth,Andrei Dementiev",http://stxmovies.com/hardcorehenry/,Ilya Naishuller,"Henry, a newly resurrected cyborg who must save his wife/creator from the clutches of a psychotic tyrant with telekinetic powers, AKAN, and his army of mercenaries. Fighting alongside Henry is Jimmy, who is Henry's only hope to make it through the day. Hardcore takes place over the course of one day, in Moscow, Russia.","Action,Adventure,Science Fiction",13187081.00,R,96 min,6.7,97470.0
tt2719848,2.798017,55000000,Everest,"Jason Clarke,Jake Gyllenhaal,Josh Brolin,John Hawkes,Sam Worthington",http://www.everestmovie.com/,Baltasar KormÃ¡kur,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.","Adventure,Drama",187153294.93,PG-13,121 min,7.1,221462.0
tt2058673,2.614499,105000000,Point Break,"Edgar RamÃ­rez,Luke Bracey,Teresa Palmer,Delroy Lindo,Ray Winstone",https://www.facebook.com/PointBreakMovie,Ericson Core,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".","Action,Crime,Thriller",123021159.99,PG-13,114 min,5.3,63917.0
tt2140379,2.578919,26000000,Self/less,"Ryan Reynolds,Ben Kingsley,Natalie Martinez,Matthew Goode,Michelle Dockery",http://selflessmovie.tumblr.com/,Tarsem Singh,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,"Science Fiction,Mystery,Thriller",28081355.56,PG-13,117 min,6.5,100772.0
tt3045616,2.575711,60000000,Mortdecai,"Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Paul Bettany,Olivia Munn",http://mortdecaithemovie.com/,David Koepp,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.","Comedy,Adventure",27985062.89,R,107 min,5.5,74178.0
tt2717822,2.550747,70000000,Blackhat,"Chris Hemsworth,Leehom Wang,Tang Wei,Viola Davis,Holt McCallany",http://www.legendary.com/film/blackhat/,Michael Mann,A man is released from prison to help American and Chinese authorities pursue a mysterious cyber criminal. The dangerous search leads them from Chicago to Hong Kong.,"Mystery,Crime,Action,Thriller,Drama",16332697.61,R,133 min,5.4,61080.0
tt1502712,2.487042,120000001,Fantastic Four,"Miles Teller,Kate Mara,Michael B. Jordan,Jamie Bell,Toby Kebbell",http://www.fantasticfourmovie.com/,Josh Trank,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.","Action,Adventure,Science Fiction",154539320.32,PG-13,100 min,4.3,169636.0
tt3079380,2.404473,65000000,Spy,"Melissa McCarthy,Jason Statham,Rose Byrne,Miranda Hart,Bobby Cannavale",http://www.foxmovies.com/movies/spy,Paul Feig,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.","Action,Comedy,Crime",216812826.08,R,120 min,7.0,248019.0
tt2679042,2.354654,35000000,Hitman: Agent 47,"Rupert Friend,Zachary Quinto,Hannah Ware,Emilio Rivera,Rolf Kanies",http://www.foxmovies.com/movies/hitman-agent-47,Aleksander Bach,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,"Action,Crime,Thriller",75759810.19,R,96 min,5.7,92432.0
tt1390411,2.345821,100000000,In the Heart of the Sea,"Chris Hemsworth,Benjamin Walker,Cillian Murphy,Brendan Gleeson,Ben Whishaw",http://www.intheheartoftheseamovie.com/,Ron Howard,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melvilleâ€™s Moby Dick.Â  But that told only half the story.Â  â€œHeart of the Seaâ€ reveals the encounterâ€™s harrowing aftermath, as the shipâ€™s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.Â  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.","Thriller,Drama,Adventure,Action,History",86315059.38,PG-13,122 min,6.9,141706.0
tt3076658,2.331567,35000000,Creed,"Michael B. Jordan,Sylvester Stallone,Graham McTavish,Tessa Thompson,Phylicia RashÄd",http://creedthemovie.com/,Ryan Coogler,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Drama,126900665.80,PG-13,133 min,7.6,279281.0
tt2401097,2.026651,11000000,Tracers,"Marie Avgeropoulos,Taylor Lautner,Adam Rayner,Rafi Gavron,Sam Medina",http://www.unlimited-movie.com/,Daniel Benmayor,"Wanted by the mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.","Action,Crime,Drama",1714249.05,PG-13,94 min,5.6,19632.0
tt1727776,1.499614,15000000,Scouts Guide to the Zombie Apocalypse,"Tye Sheridan,Logan Miller,Joey Morgan,Sarah Dumont,David Koechner",http://www.scoutsandzombiesmovie.com/,Christopher B. Landon,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the worldâ€™s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, theyâ€™ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.","Comedy,Horror",13671898.70,R,93 min,6.3,51986.0
tt1781922,1.41239,5000000,No Escape,"Owen Wilson,Lake Bell,Pierce Brosnan,Sterling Jerins,Spencer Garrett",https://www.facebook.com/NoEscapeMovie/,John Erick Dowdle,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.","Action,Thriller",50065340.21,R,103 min,6.7,88022.0
tt2938956,1.355822,25000000,The Transporter Refueled,"Ed Skrein,Ray Stevenson,Loan Chabanol,Gabriella Wright,Tatjana PajkoviÄ‡",http://www.thetransporterrefueled.com/,Camille Delamarre,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frankâ€™s father.","Thriller,Action,Crime",66819267.00,PG-13,96 min,5.2,42907.0
tt2015381,14.311205,170000000,Guardians of the Galaxy,"Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,Bradley Cooper",http://marvel.com/guardians,James Gunn,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.","Action,Science Fiction,Adventure",712291130.17,PG-13,121 min,8.0,1189915.0
tt1843866,12.971027,170000000,Captain America: The Winter Soldier,"Chris Evans,Scarlett Johansson,Sebastian Stan,Samuel L. Jackson,Robert Redford",http://www.captainamericathewintersoldiermovie.com,Joe Russo|Anthony Russo,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemyâ€”the Winter Soldier.","Action,Adventure,Science Fiction",658365092.86,PG-13,136 min,7.8,854167.0
tt2911666,11.422751,20000000,John Wick,"Keanu Reeves,Michael Nyqvist,Alfie Allen,Willem Dafoe,Dean Winters",http://www.johnwickthemovie.com/,Chad Stahelski|David Leitch,"After the sudden death of his beloved wife, John Wick receives one last gift from her, a beagle puppy named Daisy, and a note imploring him not to forget how to love. But John's mourning is interrupted when his 1969 Boss Mustang catches the eye of sadistic thug Iosef Tarasov who breaks into his house and steals it, beating John unconscious in the process. Unwittingly, he has just reawakened one of the most brutal assassins the underworld has ever known.","Action,Thriller",72526614.47,R,101 min,7.4,644257.0
tt1951265,10.739009,125000000,The Hunger Games: Mockingjay - Part 1,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Donald Sutherland",http://www.thehungergames.movie/,Francis Lawrence,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,"Science Fiction,Adventure,Thriller",692752790.22,PG-13,123 min,6.6,462485.0
tt2245084,8.691294,165000000,Big Hero 6,"Scott Adsit,Ryan Potter,Daniel Henney,T.J. Miller,Jamie Chung",http://movies.disney.com/big-hero-6,Don Hall|Chris Williams,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.","Adventure,Family,Animation,Action,Comedy",600648487.71,PG,102 min,7.8,468341.0
tt1790864,7.137273,34000000,The Maze Runner,"Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Aml Ameen,Blake Cooper",http://themazerunnermovie.com/,Wes Ball,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.","Action,Mystery,Science Fiction,Thriller",320834306.77,PG-13,113 min,6.8,475471.0
tt1840309,6.14502,85000000,Divergent,"Shailene Woodley,Theo James,Kate Winslet,Miles Teller,Ray Stevenson",http://www.thedivergentseries.movie/#divergent,Neil Burger,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","Action,Science Fiction,Thriller",265963102.01,PG-13,139 min,6.6,466121.0
tt1877832,6.052479,250000000,X-Men: Days of Future Past,"Hugh Jackman,James McAvoy,Patrick Stewart,Michael Fassbender,Ian McKellen",http://www.x-menmovies.com/,Bryan Singer,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past â€“ to save our future.,"Action,Adventure,Fantasy,Science Fiction",687133923.88,PG-13,132 min,7.9,718367.0
tt2872732,5.947136,40000000,Lucy,"Scarlett Johansson,Morgan Freeman,Choi Min-sik,Amr Waked,Julian Rhind-Tutt",http://lucymovie.com/,Luc Besson,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","Action,Science Fiction",426796807.31,R,89 min,6.4,504017.0
tt1291150,5.787396,125000000,Teenage Mutant Ninja Turtles,"Megan Fox,Will Arnett,William Fichtner,Alan Ritchson,Noel Fisher",http://www.teenagemutantninjaturtlesmovie.com,Jonathan Liebesman,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,"Science Fiction,Action,Adventure,Fantasy,Comedy",439544649.43,PG-13,101 min,5.8,213087.0
tt2109248,4.983782,210000000,Transformers: Age of Extinction,"Mark Wahlberg,Stanley Tucci,Nicola Peltz,Jack Reynor,Li Bingbing",http://www.transformersmovie.com,Michael Bay,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.","Science Fiction,Action,Adventure",226127852.96,PG-13,165 min,5.6,317939.0
tt1872181,4.101979,200000000,The Amazing Spider-Man 2,"Andrew Garfield,Emma Stone,Jamie Foxx,Dane DeHaan,Colm Feore",http://www.theamazingspiderman.com,Marc Webb,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwenâ€™s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.","Action,Adventure,Fantasy",650030010.99,PG-13,142 min,6.6,504903.0
tt1631867,3.990452,178000000,Edge of Tomorrow,"Tom Cruise,Emily Blunt,Brendan Gleeson,Bill Paxton,Jonas Armstrong",http://www.edgeoftomorrowmovie.com/,Doug Liman,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.","Action,Science Fiction",341302234.84,PG-13,113 min,7.9,687691.0
tt2179136,3.863074,58800000,American Sniper,"Bradley Cooper,Sienna Miller,Kyle Gallner,Cole Konis,Ben Reed",http://www.americansnipermovie.com,Clint Eastwood,"U.S. Navy SEAL Chris Kyle takes his sole missionâ€”protect his comradesâ€”to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.","War,Action",499514514.09,R,133 min,7.3,495061.0
tt1528100,3.81374,140000000,Exodus: Gods and Kings,"Christian Bale,Joel Edgerton,John Turturro,Aaron Paul,Ben Mendelsohn",http://www.exodusgodsandkings.com/,Ridley Scott,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.","Adventure,Drama,Action",246881718.09,PG-13,150 min,6.0,170931.0
tt0831387,3.689601,160000000,Godzilla,"Aaron Taylor-Johnson,Ken Watanabe,Elizabeth Olsen,Bryan Cranston,Juliette Binoche",http://www.godzillamovie.com/,Gareth Edwards,"Fifteen years after an 'incident' at a Japanese nuclear power plant, physicist Joe Brody joins forces with his soldier son Ford to discover for themselves what really happened.  What they uncover is prelude to global-threatening devastation.  An epic rebirth to Toho's iconic Godzilla, this spectacular adventure pits the world's most famous monster against malevolent creatures who, bolstered by humanity's scientific arrogance, threaten our very existence.","Action,Science Fiction,Thriller",487327232.33,PG-13,123 min,6.4,418474.0
tt2402157,3.573028,15000000,The November Man,"Pierce Brosnan,Luke Bracey,Olga Kurylenko,Bill Smitrovich,Amila Terzimehic",http://thenovemberman.com/,Roger Donaldson,An ex- CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,"Crime,Action,Thriller",29987149.86,R,108 min,6.2,68760.0
tt1646971,3.489106,145000000,How to Train Your Dragon 2,"Jay Baruchel,Gerard Butler,Kristen Wiig,Jonah Hill,Cate Blanchett",http://www.howtotrainyourdragon.com/,Dean DeBlois,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","Fantasy,Action,Adventure,Animation,Comedy",561057788.33,PG,102 min,7.8,341463.0
tt2333784,3.34625,90000000,The Expendables 3,"Sylvester Stallone,Jason Statham,Harrison Ford,Arnold Schwarzenegger,Mel Gibson",http://theexpendables3film.com/,Patrick Hughes,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to killâ€¦ or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendablesâ€™ most personal battle yet.","Action,Adventure,Thriller",189903685.19,PG-13,126 min,6.1,185498.0
tt1490017,3.327799,60000000,The Lego Movie,"Will Arnett,Elizabeth Banks,Craig Berry,Alison Brie,David Burrows",http://www.thelegomovie.com,Phil Lord|Christopher Miller,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.","Adventure,Fantasy,Animation,Comedy,Action",432139714.77,PG,100 min,7.7,361313.0
tt1121096,3.260581,95000000,Seventh Son,"Jeff Bridges,Julianne Moore,Ben Barnes,Alicia Vikander,Kit Harington",http://www.seventhsonmovie.com/,Sergey Bodrov,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?","Adventure,Fantasy",105168898.62,PG-13,102 min,5.5,78401.0
tt1253863,2.979181,110000000,300: Rise of an Empire,"Sullivan Stapleton,Eva Green,Lena Headey,Callan Mulvey,David Wenham",http://www.300themovie.com/,Noam Murro,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.","Action,War",310941963.90,R,102 min,6.2,305007.0
