movie_id,certificate,runtime,rating,votes
tt0083943,PG,136 min,5.9,28064.0
tt0083111,R,106 min,7.1,20287.0
tt1712170,PG-13,101 min,5.1,34559.0
tt0844286,PG-13,114 min,6.7,51363.0
tt0109198,R,99 min,5.2,13011.0
tt7961060,PG,100 min,7.7,28735.0
tt0873886,R,88 min,6.1,65342.0
tt0102005,R,98 min,6.1,20979.0
tt1258972,R,95 min,5.4,63264.0
tt2402157,R,108 min,6.2,68760.0
tt0947810,R,115 min,6.8,138797.0
tt0090213,R,112 min,6.0,5387.0
tt0105459,R,90 min,6.0,15512.0
tt0120877,R,108 min,6.1,60755.0
tt5941692,PG-13,104 min,5.8,11811.0
tt0113071,PG-13,134 min,6.0,74999.0
tt0056059,Approved,157 min,7.1,13466.0
tt1053424,R,111 min,6.3,108131.0
tt0108258,PG,87 min,5.0,8371.0
tt4853102,R,76 min,6.4,58301.0
tt0264395,R,98 min,6.4,63935.0
tt1093357,PG-13,89 min,4.9,61922.0
tt0375154,PG-13,125 min,6.8,53171.0
tt0107659,PG-13,84 min,6.2,49361.0
tt2072230,Not Rated,98 min,5.1,14367.0
tt0133952,R,116 min,6.4,74551.0
tt0077594,R,100 min,5.9,21032.0
tt0086383,R,117 min,6.6,46200.0
tt0433387,R,116 min,6.8,66626.0
tt1043726,PG-13,99 min,4.2,55062.0
tt0118661,PG-13,89 min,3.8,44343.0
tt0117110,G,99 min,6.9,24991.0
tt0114194,R,98 min,6.4,31898.0
tt0066473,G,144 min,7.5,35246.0
tt0180052,PG-13,95 min,3.8,26252.0
tt0109890,R,115 min,5.8,18733.0
tt0443274,PG-13,90 min,6.6,151562.0
tt2967224,PG-13,87 min,5.1,52106.0
tt0077696,PG,99 min,6.4,7281.0
tt0104299,R,110 min,5.4,16641.0
tt4158096,R,91 min,6.3,47732.0
tt0990407,PG-13,119 min,5.8,161811.0
tt0059243,Passed,160 min,7.2,18457.0
tt0184858,R,104 min,5.8,40908.0
tt0111438,R,99 min,5.9,60929.0
tt0094963,R,91 min,6.3,46870.0
tt0268397,G,82 min,6.0,35732.0
tt0479997,PG-13,95 min,5.4,95401.0
tt0077474,R,91 min,7.1,17537.0
tt0116000,PG,104 min,5.4,27570.0
tt0329691,PG-13,84 min,4.1,28652.0
tt0257568,PG,89 min,4.5,32362.0
tt2978102,R,93 min,5.6,8339.0
tt1640459,Not Rated,86 min,6.1,47076.0
tt2097307,R,100 min,6.1,36554.0
tt1464174,PG-13,107 min,4.4,28144.0
tt0107889,R,112 min,6.4,10959.0
tt0100685,R,134 min,7.2,23277.0
tt0113845,R,110 min,5.7,41753.0
tt1418377,PG-13,92 min,5.1,82045.0
tt0772193,R,93 min,4.8,14364.0
tt0120901,PG-13,87 min,6.0,27240.0
tt0087175,PG-13,99 min,6.3,17165.0
tt1613750,PG-13,118 min,7.2,49972.0
tt0116040,PG-13,114 min,5.9,74128.0
tt0099141,PG-13,110 min,6.0,45667.0
tt5729348,Not Rated,118 min,7.2,10602.0
tt1385867,R,107 min,5.5,88871.0
tt0364970,PG-13,90 min,5.5,96712.0
tt1436045,R,141 min,7.5,66413.0
tt0190641,G,96 min,6.2,43915.0
tt0067741,R,100 min,6.6,19753.0
tt2452200,R,108 min,6.4,28608.0
tt1210042,R,132 min,6.7,64627.0
tt0893412,PG-13,107 min,5.5,15264.0
tt1216487,R,129 min,7.1,96319.0
tt1289406,R,103 min,7.2,88885.0
tt1179034,R,92 min,6.4,118585.0
tt0064072,G,132 min,6.9,23113.0
tt0446059,PG-13,104 min,7.6,76824.0
tt0279493,PG-13,86 min,5.9,35408.0
tt1160368,PG-13,108 min,5.6,29483.0
tt0119695,R,97 min,6.2,30112.0
tt0891592,PG-13,96 min,3.7,24387.0
tt0233469,R,108 min,5.5,76015.0
tt3231054,PG-13,107 min,6.3,28890.0
tt1273678,PG,94 min,5.4,44995.0
tt0099558,PG-13,80 min,7.2,21302.0
tt1185834,PG,98 min,5.9,67709.0
tt3095734,PG,104 min,5.6,17714.0
tt1034389,PG-13,114 min,6.2,71457.0
tt0436339,PG,88 min,5.1,47617.0
tt0092746,PG-13,99 min,5.5,10062.0
tt0102820,R,120 min,6.7,9261.0
tt3405236,Not Rated,143 min,6.6,46387.0
tt0092106,PG,84 min,7.2,40381.0
tt0100133,PG-13,107 min,6.9,29136.0
tt0088024,PG-13,99 min,5.8,13726.0
tt1838544,PG-13,94 min,5.9,44981.0
tt0109303,R,121 min,6.2,32110.0
tt0239395,PG,87 min,5.1,60541.0
tt0102744,PG-13,119 min,6.9,22839.0
tt2088003,PG-13,110 min,5.4,33876.0
tt0067128,R,112 min,7.3,34684.0
tt0017925,Passed,67 min,8.1,92643.0
tt0102614,R,91 min,6.1,24532.0
tt0068767,R,107 min,7.2,31468.0
tt0088708,R,95 min,5.4,15657.0
tt0498399,R,117 min,6.8,90212.0
tt1966566,R,131 min,5.6,17162.0
tt0018578,PG-13,144 min,7.6,13371.0
tt1564585,PG-13,92 min,4.5,90501.0
tt0089346,R,115 min,6.4,12841.0
tt1285241,Not Rated,148 min,7.0,54570.0
tt0106761,PG-13,96 min,3.9,13084.0
tt0110657,PG,107 min,4.5,31872.0
tt0120841,R,93 min,4.5,29954.0
tt0097179,R,99 min,5.3,12359.0
tt4899370,PG-13,116 min,7.1,24659.0
tt3735246,Not Rated,158 min,7.2,36315.0
tt0065462,G,95 min,6.0,48090.0
tt0075648,PG,114 min,5.8,11164.0
tt0233142,R,125 min,5.9,47436.0
tt0108171,R,98 min,6.1,24662.0
tt0329774,PG-13,101 min,4.4,71564.0
tt0023238,PG-13,63 min,7.1,12937.0
tt0097438,PG-13,105 min,6.2,8461.0
tt1462900,PG-13,130 min,6.5,35134.0
tt2238032,PG-13,107 min,5.6,21356.0
tt0467110,PG,84 min,4.8,22009.0
tt0326905,R,132 min,6.6,23386.0
tt0461936,Not Rated,171 min,7.1,38408.0
tt0106364,PG,76 min,7.8,52588.0
tt0099739,R,96 min,5.8,30930.0
tt0102915,R,79 min,6.1,19528.0
tt0095583,R,85 min,6.0,18100.0
tt0107286,R,110 min,6.6,17488.0
tt0245562,R,134 min,6.1,70575.0
tt0096913,PG-13,97 min,6.4,14483.0
tt0309377,R,110 min,6.4,45991.0
tt2334871,R,90 min,4.6,36154.0
tt0276816,R,105 min,6.1,23032.0
tt0300471,PG-13,114 min,6.2,108274.0
tt4217392,Not Rated,107 min,5.1,10645.0
tt0202677,R,119 min,6.6,34051.0
tt2869728,PG-13,102 min,5.9,60153.0
tt0425637,R,148 min,7.3,46987.0
tt0118708,PG-13,88 min,5.5,42362.0
tt0240510,PG-13,132 min,6.5,34649.0
tt0290095,PG-13,98 min,5.4,85449.0
tt1366365,PG-13,93 min,4.9,38104.0
tt0369226,R,96 min,2.4,45940.0
tt0242445,R,101 min,5.6,35935.0
tt0086058,R,103 min,5.8,8950.0
tt0317676,R,90 min,2.1,37653.0
tt1545660,R,86 min,5.5,20887.0
tt0083941,R,125 min,6.4,3525.0
tt0097889,R,87 min,7.0,11260.0
tt6905696,R,104 min,5.3,15353.0
tt0281322,R,94 min,6.1,33102.0
tt1166100,Not Rated,186 min,7.3,63232.0
tt0231402,PG,95 min,4.8,25378.0
tt0100514,R,120 min,5.9,27943.0
tt3450650,PG,94 min,4.4,38603.0
tt4400994,R,111 min,6.3,7016.0
tt1300851,R,118 min,6.2,65263.0
tt0486640,R,100 min,4.4,23500.0
tt0118747,PG-13,123 min,4.9,33856.0
tt3495026,Not Rated,142 min,6.9,46995.0
tt1470023,R,90 min,5.6,46072.0
tt1386932,R,108 min,7.5,106775.0
tt0449994,Not Rated,213 min,7.5,33250.0
tt0090927,R,125 min,5.6,20868.0
tt0437179,R,84 min,5.0,27752.0
tt1082601,PG-13,105 min,5.5,33537.0
tt0275277,TV-14,115 min,7.8,49950.0
tt3721964,R,111 min,6.1,30903.0
tt0074483,R,96 min,6.7,46667.0
tt0095897,R,97 min,5.9,19127.0
tt0457495,PG,93 min,5.1,24992.0
tt3672840,R,127 min,5.9,20379.0
tt1075747,PG-13,81 min,4.7,59819.0
tt1235189,PG-13,98 min,6.7,38964.0
tt0109370,PG,91 min,5.9,17373.0
tt0089421,PG-13,100 min,5.2,13956.0
tt1259014,R,113 min,7.5,34249.0
tt0114608,R,92 min,6.7,24744.0
tt2905838,Not Rated,153 min,5.6,24782.0
tt6864046,Not Rated,116 min,7.0,16585.0
tt0103003,PG,90 min,4.5,10539.0
tt0089118,R,109 min,6.7,20845.0
tt0099005,R,113 min,5.8,29311.0
tt5822564,R,102 min,5.6,21758.0
tt0120751,PG,114 min,5.7,29719.0
tt1308729,R,92 min,5.7,50749.0
tt0119086,PG-13,101 min,5.3,13694.0
tt1592525,PG-13,95 min,6.0,99353.0
tt0089695,PG,85 min,5.6,17664.0
tt0072353,R,117 min,7.2,9419.0
tt0071569,G,105 min,6.8,9712.0
tt0479537,R,115 min,6.6,32465.0
tt7424200,PG,84 min,6.7,20135.0
tt7690670,R,116 min,5.2,7278.0
tt0119807,R,98 min,6.7,47546.0
tt0419946,PG-13,92 min,4.7,34488.0
tt0100114,R,93 min,5.9,22897.0
tt0052365,Not Rated,116 min,7.0,14761.0
tt0817538,PG-13,110 min,5.7,61127.0
tt0113326,R,87 min,6.7,43372.0
tt0102034,R,91 min,4.2,46611.0
tt0086896,R,94 min,5.8,4082.0
tt0881320,R,108 min,5.9,56142.0
tt0081400,PG,115 min,5.1,4892.0
tt1524137,R,109 min,6.4,124023.0
tt6421110,R,89 min,5.0,10178.0
tt3608930,R,104 min,6.1,19664.0
tt0366174,PG-13,97 min,4.7,32316.0
tt0469021,R,90 min,6.9,32216.0
tt2112124,Not Rated,141 min,6.1,56944.0
tt0051337,G,88 min,7.1,13775.0
tt0427954,R,111 min,7.0,37850.0
tt0071424,PG,93 min,6.6,7261.0
tt0110725,R,101 min,4.6,24402.0
tt0076070,R,109 min,6.4,23920.0
tt5670152,R,96 min,5.9,20752.0
tt0120008,R,87 min,6.1,29542.0
tt1747958,R,127 min,6.5,20500.0
tt0408345,PG-13,105 min,5.8,58448.0
tt0090660,PG-13,88 min,5.7,12062.0
tt0106770,PG-13,120 min,7.0,31668.0
tt0111512,R,102 min,7.5,46922.0
tt0115986,R,84 min,4.6,20768.0
tt0117723,PG-13,81 min,5.3,38719.0
tt0066832,GP,114 min,6.2,6235.0
tt3672742,Not Rated,93 min,6.7,28609.0
tt0100232,18+,113 min,5.5,17198.0
tt0099385,R,89 min,5.7,19466.0
tt0104346,R,101 min,6.5,9692.0
tt0108308,PG,96 min,4.8,34253.0
tt0120696,R,97 min,5.9,36041.0
tt3863552,Not Rated,163 min,8.1,90305.0
tt9537292,Not Rated,163 min,7.3,20415.0
tt0104073,R,107 min,6.9,12451.0
tt0339147,R,80 min,5.6,9051.0
tt0106950,R,95 min,5.9,29412.0
tt3268668,PG-13,97 min,5.4,6997.0
tt0072895,R,90 min,5.6,6482.0
tt0116277,R,116 min,5.9,49316.0
tt0109402,PG-13,94 min,5.8,21490.0
tt0069895,R,103 min,6.1,13746.0
tt0111143,PG-13,108 min,6.0,25996.0
tt0087903,R,87 min,5.2,3088.0
tt0454824,PG-13,140 min,6.5,43328.0
tt0173840,PG-13,106 min,6.4,82711.0
tt2938956,PG-13,96 min,5.2,42907.0
tt0111323,R,96 min,6.2,12287.0
tt2101341,R,118 min,6.4,68694.0
tt0102095,PG-13,88 min,5.8,7269.0
tt0060588,Approved,128 min,6.8,7701.0
tt0370032,PG-13,88 min,4.3,82699.0
tt2675914,R,116 min,7.1,27788.0
tt0227984,R,93 min,6.3,49895.0
tt2625030,Not Rated,135 min,7.5,24587.0
tt0099277,R,99 min,5.9,7964.0
tt0076716,G,113 min,6.3,8080.0
tt0228750,R,135 min,6.3,57768.0
tt0414852,R,84 min,7.1,71391.0
tt7262882,Not Rated,107 min,6.5,9049.0
tt0082817,R,99 min,6.3,20412.0
tt3205376,R,84 min,6.9,46292.0
tt0091981,PG-13,94 min,4.7,4706.0
tt0080377,PG,116 min,6.1,19961.0
tt0246894,PG-13,98 min,3.1,28625.0
tt6951892,PG-13,110 min,4.5,4709.0
tt0473444,R,114 min,7.0,44791.0
tt0167456,PG,95 min,4.3,14071.0
tt0098987,R,104 min,6.4,18546.0
tt0086508,R,105 min,6.3,10874.0
tt0098051,R,108 min,6.4,10394.0
tt9225192,Not Rated,116 min,6.6,3687.0
tt0329717,PG-13,116 min,5.3,38030.0
tt0089003,R,92 min,5.8,16116.0
tt0099044,R,95 min,5.9,42655.0
tt0120389,PG,99 min,3.6,9167.0
tt0084316,PG,99 min,3.6,3986.0
tt0110678,R,118 min,6.1,21060.0
tt0087451,PG,91 min,5.6,11234.0
tt0068931,PG,100 min,6.8,14603.0
tt0157472,PG,94 min,5.2,14611.0
tt0015324,Passed,45 min,8.2,51178.0
tt0119123,R,105 min,5.1,18370.0
tt6643972,R,96 min,5.6,11756.0
tt0102789,R,102 min,6.1,18966.0
tt0284490,PG-13,95 min,5.5,63748.0
tt0277941,R,110 min,6.4,27421.0
tt0099817,R,91 min,6.1,12806.0
tt0450232,PG-13,102 min,6.6,131968.0
tt0071110,PG,107 min,5.7,10866.0
tt0120609,R,91 min,6.0,30500.0
tt0066549,G,123 min,7.2,10934.0
tt1430612,PG-13,90 min,5.6,42980.0
tt6777338,Not Rated,124 min,6.6,15350.0
tt0094631,R,91 min,6.3,16007.0
tt2888046,PG-13,105 min,7.0,56802.0
tt3208026,R,100 min,6.8,12289.0
tt0117011,R,101 min,5.5,22814.0
tt0087065,PG,101 min,6.5,7853.0
tt0117420,PG-13,95 min,5.6,26726.0
tt0216651,R,103 min,7.6,32928.0
tt0119013,R,93 min,4.8,35162.0
tt0109493,PG-13,102 min,5.9,8587.0
tt0365929,R,101 min,5.5,39426.0
tt0094025,R,117 min,6.7,27312.0
tt0091344,PG-13,105 min,3.9,6301.0
tt0097670,R,97 min,5.5,3504.0
tt0105477,PG-13,87 min,4.3,43200.0
tt0208988,R,102 min,5.1,35223.0
tt0065215,M,123 min,6.0,2084.0
tt0071571,PG,98 min,6.4,9325.0
tt0306685,R,101 min,5.8,45526.0
tt0067824,R,99 min,6.9,27766.0
tt0089222,PG-13,101 min,6.2,9048.0
tt8165192,Not Rated,126 min,6.5,5057.0
tt0192614,PG-13,106 min,5.6,32799.0
tt0113972,R,90 min,6.3,43516.0
tt0347473,Not Rated,182 min,7.0,37037.0
tt0099160,R,102 min,5.7,16051.0
tt1196948,R,103 min,6.3,28981.0
tt0090735,R,100 min,5.5,6156.0
tt0337917,PG,91 min,5.2,10628.0
tt0089087,R,114 min,6.9,10441.0
tt0297181,PG-13,97 min,5.4,52209.0
tt0092857,R,99 min,5.4,10210.0
tt2072233,R,95 min,5.6,33090.0
tt0112389,G,90 min,7.1,4247.0
tt0090350,R,134 min,6.8,16492.0
tt5466186,PG-13,107 min,5.9,16232.0
tt5084170,R,140 min,6.7,18342.0
tt0120458,R,99 min,5.0,28691.0
tt0069121,R,88 min,6.7,5430.0
tt0119731,R,107 min,6.1,31584.0
tt0258038,PG-13,81 min,5.2,14597.0
tt7137846,PG-13,88 min,5.5,16247.0
tt0450405,PG-13,109 min,5.8,46993.0
tt0088936,R,101 min,6.0,8457.0
tt0349710,PG-13,115 min,6.5,58309.0
tt0901487,R,130 min,7.2,36420.0
tt0097967,R,108 min,5.8,12004.0
tt0067770,PG,112 min,6.8,9723.0
tt5208950,R,110 min,5.0,5654.0
tt0059825,Not Rated,133 min,7.8,17186.0
tt1291652,R,124 min,6.7,18945.0
tt1183252,R,110 min,6.9,18419.0
tt0765432,R,150 min,7.3,38658.0
tt0109403,R,102 min,5.1,6814.0
tt0092997,R,105 min,6.6,7965.0
tt0411272,R,133 min,7.4,30284.0
tt0280486,PG-13,116 min,5.6,48653.0
tt0115783,R,84 min,5.8,38974.0
tt0120512,PG,106 min,6.3,7655.0
tt0098180,R,105 min,5.1,9251.0
tt5669936,R,90 min,4.2,8967.0
tt1562871,Not Rated,156 min,4.7,43817.0
tt0085276,R,100 min,5.9,9711.0
tt1305591,PG,88 min,5.4,22975.0
tt0074564,PG,115 min,5.8,4592.0
tt1212974,R,109 min,4.5,13896.0
tt0097637,PG-13,101 min,6.0,34346.0
tt0096098,R,110 min,6.8,14142.0
tt0067810,R,97 min,5.5,5501.0
tt1032751,R,100 min,6.2,26676.0
tt0114576,R,111 min,5.8,35318.0
tt0118966,R,100 min,6.1,17152.0
tt0109288,PG-13,92 min,5.0,10023.0
tt0107711,R,94 min,5.7,24976.0
tt0244000,PG-13,94 min,5.9,16809.0
tt6017942,PG-13,102 min,5.8,17594.0
tt0071249,R,112 min,7.4,20450.0
tt0288045,PG-13,88 min,5.2,42363.0
tt1407084,R,93 min,5.6,12390.0
tt0086346,PG,90 min,5.4,6123.0
tt0144964,R,87 min,4.6,20685.0
tt0116421,R,91 min,5.4,20521.0
tt0464913,Not Rated,99 min,7.0,21638.0
tt0402057,R,103 min,5.8,18244.0
tt0101458,R,158 min,6.8,10610.0
tt0988047,PG-13,114 min,6.9,58199.0
tt0120479,PG,101 min,4.7,3323.0
tt3390572,Not Rated,160 min,8.0,55633.0
tt0114938,R,98 min,5.8,7348.0
tt9541602,Not Rated,111 min,7.0,11250.0
tt2017561,PG-13,110 min,6.7,13214.0
tt0120390,R,100 min,4.9,12089.0
tt0124901,R,87 min,7.1,18897.0
tt0109578,R,95 min,4.8,8119.0
tt0066471,PG,145 min,6.6,3722.0
tt0403016,PG-13,80 min,4.3,4760.0
tt4535650,Not Rated,158 min,5.0,35993.0
tt1934231,Not Rated,103 min,7.5,30624.0
tt1029231,Not Rated,152 min,5.3,23828.0
tt0218817,PG-13,108 min,6.1,29672.0
tt0845046,PG-13,96 min,7.0,32286.0
tt0120036,R,140 min,7.2,8430.0
tt0102800,PG,85 min,5.4,6676.0
tt0071266,R,80 min,5.3,2769.0
tt1741243,R,112 min,5.9,11587.0
tt1555149,Not Rated,115 min,8.0,84071.0
tt0441048,Not Rated,152 min,6.5,27740.0
tt0079336,PG,103 min,7.3,9048.0
tt0074279,PG,93 min,5.5,4831.0
tt1046997,R,160 min,6.1,18795.0
tt5737536,R,88 min,3.2,6490.0
tt0280380,R,106 min,6.1,24536.0
tt2309961,R,85 min,6.2,24415.0
tt1912398,R,105 min,7.1,70714.0
tt0071866,PG,103 min,6.7,9027.0
tt0092534,PG,99 min,4.5,9771.0
tt0193253,R,102 min,7.4,17380.0
tt6931414,Not Rated,136 min,7.0,5454.0
tt0338325,PG-13,84 min,5.7,15298.0
tt0087727,R,101 min,5.4,15475.0
tt1656186,R,96 min,5.5,45511.0
tt0097987,PG-13,93 min,4.4,6628.0
tt0032484,Passed,120 min,7.5,21707.0
tt0085862,PG,107 min,6.3,12901.0
tt0061420,PG,113 min,5.9,2553.0
tt2140037,R,98 min,5.9,22904.0
tt0455362,R,91 min,5.1,13572.0
tt2126235,PG-13,99 min,5.6,16633.0
tt4832640,Not Rated,170 min,7.0,47902.0
tt0358349,PG,100 min,4.5,15319.0
tt0067334,Approved,106 min,6.7,10962.0
tt1656192,R,109 min,6.3,19053.0
tt0179626,R,120 min,6.1,50905.0
tt1480295,R,91 min,5.4,37893.0
tt0096425,R,91 min,5.3,4448.0
tt2167202,PG-13,90 min,4.4,24583.0
tt0083064,R,122 min,6.3,6333.0
tt0086618,PG,96 min,5.9,8233.0
tt0314786,PG-13,98 min,5.7,17420.0
tt7087210,R,101 min,5.4,2304.0
tt0108517,R,98 min,5.4,6332.0
tt0923811,PG-13,98 min,7.6,25101.0
tt2016940,R,105 min,6.0,39739.0
tt0183869,Not Rated,88 min,6.5,56741.0
tt0098369,PG,94 min,4.4,3532.0
tt0096945,R,86 min,6.3,17682.0
tt0059885,Approved,117 min,7.1,14407.0
tt0119472,Not Rated,87 min,7.8,31496.0
tt0107563,PG,100 min,5.2,8447.0
tt0109676,R,101 min,5.6,20891.0
tt1606384,R,137 min,7.6,11989.0
tt5595168,PG-13,110 min,6.7,22168.0
tt0067065,G,98 min,6.3,36341.0
tt0098471,PG-13,96 min,6.2,12219.0
tt0069336,R,90 min,5.2,693.0
tt0090568,R,115 min,5.7,5460.0
tt0093278,PG-13,107 min,4.6,11407.0
tt5709188,PG,98 min,5.3,12350.0
tt0069890,PG,89 min,5.9,3262.0
tt1659343,R,114 min,5.0,20720.0
tt0461703,R,110 min,4.5,13556.0
tt0073906,PG,119 min,6.8,9542.0
tt0245803,PG-13,104 min,5.4,51025.0
tt0768212,PG,90 min,6.2,21800.0
tt0094961,R,84 min,6.0,8497.0
tt0093780,R,109 min,6.3,10956.0
tt8116428,Not Rated,142 min,7.1,7882.0
tt0099991,R,106 min,5.8,1505.0
tt0411475,R,84 min,5.0,16074.0
tt0318081,PG-13,110 min,4.2,19984.0
tt0857190,R,112 min,6.1,19955.0
tt7312940,PG-13,92 min,3.6,11414.0
tt0095977,R,96 min,4.6,1910.0
tt0097613,R,97 min,5.5,8761.0
tt0365675,PG-13,106 min,6.3,12647.0
tt0104511,R,112 min,6.2,10463.0
tt0363226,R,116 min,7.5,50156.0
tt6904272,Not Rated,114 min,6.6,3513.0
tt0099575,PG-13,85 min,4.7,6760.0
tt0088224,PG,113 min,5.7,4459.0
tt0087268,R,93 min,6.4,2775.0
tt1780762,R,89 min,4.8,12002.0
tt0085318,R,95 min,5.0,2484.0
tt0105636,R,101 min,6.3,13225.0
tt0281364,R,94 min,6.6,40988.0
tt0102004,R,111 min,6.3,21336.0
tt0107750,PG-13,99 min,6.5,6451.0
tt4687276,TV-MA,89 min,4.3,5005.0
tt8291224,Not Rated,138 min,8.2,65713.0
tt1620719,Not Rated,126 min,6.2,33080.0
tt0073018,R,119 min,6.7,19374.0
tt0067774,PG,114 min,6.9,4140.0
tt0403358,R,114 min,6.4,54423.0
tt1833673,Not Rated,172 min,5.4,47183.0
tt3399916,R,107 min,6.3,5085.0
tt0082648,PG,98 min,4.9,2325.0
tt7294150,Not Rated,149 min,6.7,6174.0
tt0089348,R,107 min,5.4,10240.0
tt1655461,PG-13,86 min,5.7,4367.0
tt1684233,R,99 min,6.1,33812.0
tt0107096,R,140 min,6.8,14576.0
tt0422091,Not Rated,129 min,6.6,21019.0
tt0054310,Approved,97 min,7.1,7826.0
tt0110027,PG-13,99 min,4.4,21409.0
tt0061024,Approved,115 min,6.1,2011.0
tt3508840,Not Rated,105 min,6.3,17212.0
tt0112922,R,99 min,7.3,22340.0
tt4034452,R,120 min,6.5,8092.0
tt0490181,R,111 min,5.2,26674.0
tt0119664,R,117 min,5.5,28142.0
tt1425257,R,115 min,6.4,8976.0
tt1535612,R,90 min,5.1,17382.0
tt0176269,R,83 min,4.2,29844.0
tt0074205,PG,88 min,5.6,3444.0
tt0326769,PG-13,110 min,4.6,13645.0
tt0087932,R,121 min,6.6,9212.0
tt0069768,G,93 min,5.4,31778.0
tt0360009,R,106 min,6.5,32347.0
tt0290747,R,97 min,4.0,6724.0
tt0097880,R,98 min,6.0,5949.0
tt2295722,R,103 min,5.7,8920.0
tt0072351,PG,104 min,6.6,2541.0
tt7420342,R,112 min,5.4,10788.0
tt1474276,PG,114 min,7.4,30251.0
tt0081568,R,131 min,7.0,9923.0
tt0092548,R,90 min,4.9,9104.0
tt0091757,PG-13,121 min,6.0,8957.0
tt0090678,R,104 min,5.8,3035.0
tt0070030,PG,118 min,7.2,6588.0
tt0120207,PG-13,97 min,2.9,14310.0
tt0095626,R,91 min,5.4,3044.0
tt0456020,R,97 min,5.8,10217.0
tt0093648,PG,96 min,6.5,2763.0
tt0099587,PG-13,115 min,5.7,7321.0
tt2263944,TV-PG,85 min,7.1,28624.0
tt0087805,R,92 min,5.4,4915.0
tt0068408,PG,88 min,6.1,33586.0
tt2330866,Not Rated,135 min,6.8,10830.0
tt0091575,R,100 min,5.9,5868.0
tt1270835,R,85 min,5.4,14194.0
tt4914580,TV-MA,140 min,7.1,10341.0
tt0120670,R,89 min,4.8,4088.0
tt0119484,PG-13,95 min,4.8,8488.0
tt0246544,PG-13,104 min,4.7,14746.0
tt6927152,Not Rated,121 min,6.3,4432.0
tt0078740,PG,113 min,4.4,6517.0
tt3541262,Not Rated,128 min,7.1,12284.0
tt0116704,PG-13,107 min,6.6,21435.0
tt0131646,PG-13,100 min,4.3,17017.0
tt0181836,R,82 min,5.7,2424.0
tt0109206,Not Rated,119 min,7.5,5015.0
tt4738360,R,99 min,6.1,7401.0
tt1287468,PG,82 min,4.3,15560.0
tt0067535,PG-13,106 min,6.0,1971.0
tt0097731,PG-13,90 min,6.8,6499.0
tt0065570,R,102 min,6.0,1271.0
tt0400234,Not Rated,143 min,8.4,21267.0
tt0070736,R,95 min,6.1,3426.0
tt0105219,R,95 min,6.2,9849.0
tt1130988,R,97 min,7.1,39392.0
tt0278295,R,95 min,5.8,15064.0
tt0120610,PG-13,89 min,5.4,9505.0
tt0120757,R,92 min,4.3,9248.0
tt7363076,Not Rated,122 min,7.4,18002.0
tt0116839,PG-13,93 min,2.5,9769.0
tt0210234,G,99 min,6.0,22729.0
tt0097662,R,94 min,6.3,5249.0
tt0118900,R,111 min,6.4,9309.0
tt1641841,R,96 min,5.6,8229.0
tt0087222,R,90 min,5.9,4328.0
tt1629705,R,102 min,6.5,9982.0
tt0117786,PG-13,88 min,6.2,27669.0
tt0091055,PG,105 min,5.1,7063.0
tt3175038,Not Rated,129 min,6.5,21204.0
tt0100224,R,97 min,6.6,9615.0
tt0105813,R,101 min,6.0,8333.0
tt0104647,PG-13,102 min,5.9,11107.0
tt0070672,PG,103 min,6.8,5929.0
tt0785035,R,98 min,6.2,31122.0
tt3576728,PG-13,105 min,7.6,18790.0
tt0120317,PG,89 min,4.6,4618.0
tt2720826,PG-13,95 min,5.6,8477.0
tt0086192,R,90 min,6.0,5463.0
tt0072737,PG,96 min,6.1,4172.0
tt7745068,PG-13,96 min,7.4,11152.0
tt0096211,R,96 min,5.6,1923.0
tt0095863,R,97 min,6.4,15760.0
tt0780595,PG-13,95 min,4.0,8891.0
tt0079268,PG,109 min,6.0,5550.0
tt0231448,R,96 min,5.6,7604.0
tt0061810,Unrated,114 min,6.1,5807.0
tt0085994,PG,99 min,6.1,2303.0
tt0109412,R,89 min,5.9,2508.0
tt7180544,Not Rated,154 min,8.0,8079.0
tt0099399,R,111 min,4.9,7695.0
tt4272866,PG-13,119 min,7.6,24854.0
tt2111392,R,92 min,5.1,6147.0
tt3014078,TV-14,90 min,5.1,892.0
tt1332134,Not Rated,116 min,7.5,19300.0
tt0373283,PG-13,90 min,6.7,20961.0
tt0073778,R,91 min,6.5,3924.0
tt0014429,Not Rated,74 min,8.1,21254.0
tt0071824,PG,111 min,6.2,5487.0
tt0085387,R,100 min,5.5,5008.0
tt0372873,PG-13,107 min,3.5,24748.0
tt0087062,PG,93 min,5.5,10211.0
tt0110399,R,108 min,5.9,7474.0
tt6836936,Not Rated,170 min,5.0,20582.0
tt0108148,PG-13,85 min,7.5,16668.0
tt0118539,PG,93 min,2.9,11879.0
tt1149361,R,105 min,7.1,30609.0
tt6399158,Not Rated,126 min,6.8,5908.0
tt0093966,R,115 min,5.4,5173.0
tt0295721,Not Rated,84 min,5.8,43705.0
tt0164917,R,90 min,6.5,3999.0
tt1153706,PG-13,83 min,3.5,12450.0
tt0339840,R,97 min,5.4,14434.0
tt3320578,Not Rated,161 min,6.5,8552.0
tt0111400,PG-13,102 min,5.5,14133.0
tt7392212,Not Rated,170 min,8.2,25579.0
tt0091706,R,93 min,5.4,1829.0
tt1124039,PG-13,105 min,5.7,19600.0
tt2952602,Not Rated,100 min,6.4,11389.0
tt1214962,R,105 min,6.1,46866.0
tt0083366,PG,93 min,6.2,4588.0
