movie_id,certificate,runtime,rating,votes
tt0986263,PG-13,89 min,6.3,176696.0
tt1538403,PG-13,130 min,5.8,135713.0
tt0318649,PG-13,124 min,6.0,99621.0
tt9844522,PG-13,88 min,5.7,47870.0
tt0362270,R,119 min,7.2,200609.0
tt0295178,PG-13,94 min,6.2,213591.0
tt0107206,R,128 min,7.2,106529.0
tt1515091,PG-13,129 min,7.4,460673.0
tt4560436,R,94 min,6.1,81793.0
tt2631186,Not Rated,159 min,8.0,127807.0
tt0102803,PG,108 min,6.5,59091.0
tt5177088,R,115 min,6.1,48834.0
tt3450958,PG-13,140 min,7.4,261959.0
tt0104573,R,95 min,7.0,28065.0
tt2103281,PG-13,130 min,7.6,446703.0
tt1618442,PG-13,106 min,5.9,105562.0
tt0373051,PG,93 min,5.8,125178.0
tt0465494,R,100 min,6.2,172388.0
tt1528100,PG-13,150 min,6.0,170931.0
tt1351685,PG-13,114 min,6.2,141339.0
tt2361317,R,129 min,6.4,58064.0
tt0120667,PG-13,106 min,5.7,333413.0
tt2231461,PG-13,107 min,6.1,172009.0
tt0102266,R,105 min,7.0,105716.0
tt1205537,PG-13,105 min,6.2,134034.0
tt0389722,R,113 min,6.6,180265.0
tt0100502,R,117 min,5.8,88208.0
tt3949660,PG-13,112 min,5.9,94930.0
tt0479884,R,88 min,6.9,253031.0
tt0426592,PG-13,75 min,4.6,70766.0
tt4334266,R,118 min,5.2,32813.0
tt3332064,PG,111 min,5.7,65184.0
tt0099371,PG-13,107 min,6.1,91072.0
tt0277296,PG-13,92 min,5.5,140682.0
tt0067116,18+,104 min,7.7,125403.0
tt0102059,PG-13,84 min,6.7,110773.0
tt0758774,R,128 min,7.0,231428.0
tt0429493,PG-13,117 min,6.7,261526.0
tt1628841,PG-13,120 min,5.2,181957.0
tt0113855,PG-13,101 min,5.8,119821.0
tt4052882,PG-13,86 min,6.3,135874.0
tt0160127,PG-13,98 min,5.6,189528.0
tt1023111,PG-13,113 min,6.5,103030.0
tt0293662,PG-13,92 min,6.8,307690.0
tt1234721,PG-13,117 min,6.1,231451.0
tt1428538,R,88 min,6.1,209366.0
tt0111301,PG-13,102 min,4.0,72427.0
tt0106582,R,113 min,6.5,132671.0
tt0462322,R,191 min,7.5,186310.0
tt0190865,PG-13,124 min,5.9,62798.0
tt0479528,R,99 min,6.2,31513.0
tt1583421,PG-13,110 min,5.7,183184.0
tt1272878,R,109 min,6.7,214797.0
tt0351977,PG-13,86 min,6.2,78302.0
tt0373074,R,99 min,7.7,142464.0
tt0129167,PG,86 min,8.1,203571.0
tt0493405,R,100 min,6.0,48956.0
tt0164052,R,112 min,5.8,133313.0
tt0087597,PG,101 min,6.7,43496.0
tt0118615,PG-13,89 min,4.8,106603.0
tt4520364,R,92 min,5.8,44225.0
tt0098193,PG-13,88 min,4.6,5833.0
tt1440728,R,105 min,6.3,98971.0
tt0250687,PG-13,112 min,6.4,118421.0
tt0113568,TV-MA,83 min,7.9,145927.0
tt0118928,PG-13,108 min,6.0,93022.0
tt0090859,R,87 min,5.8,74892.0
tt1961175,R,111 min,6.2,84582.0
tt0370263,PG-13,101 min,5.6,203623.0
tt0316356,R,139 min,7.4,74662.0
tt2024469,PG-13,106 min,6.9,267684.0
tt0122690,R,122 min,7.2,186596.0
tt0082398,PG,127 min,6.7,103441.0
tt0119925,R,177 min,6.1,75271.0
tt1013743,PG-13,109 min,6.3,199269.0
tt1188729,R,108 min,6.7,153543.0
tt0086006,PG,134 min,6.1,69446.0
tt2283336,PG-13,114 min,5.6,137324.0
tt1111422,R,106 min,6.4,200184.0
tt1980209,R,129 min,6.4,220536.0
tt0111756,PG-13,191 min,6.7,52388.0
tt1211956,R,115 min,6.7,246681.0
tt1424381,R,107 min,6.4,234768.0
tt1650554,R,103 min,6.5,276657.0
tt1401152,PG-13,113 min,6.8,263780.0
tt0093260,PG,120 min,6.8,61547.0
tt0084726,PG,113 min,7.7,123752.0
tt0187738,R,117 min,6.7,222712.0
tt1894476,R,101 min,6.4,30986.0
tt0359013,R,113 min,5.8,180756.0
tt0486946,PG-13,100 min,5.8,120180.0
tt1823672,R,120 min,6.8,256054.0
tt0398913,PG-13,87 min,4.8,45350.0
tt1712261,R,115 min,6.3,73660.0
tt0095956,R,102 min,5.8,133821.0
tt0109444,PG-13,141 min,6.9,102231.0
tt2854926,R,100 min,6.5,136790.0
tt0430357,R,132 min,6.0,118989.0
tt0120660,R,132 min,7.3,247984.0
tt3829920,PG-13,134 min,7.6,71768.0
tt0114614,R,104 min,5.3,32765.0
tt4530422,R,110 min,6.6,101165.0
tt6246322,R,98 min,6.0,60061.0
tt3014866,R,113 min,6.3,67536.0
tt6306064,PG-13,96 min,6.6,58136.0
tt0122718,PG-13,110 min,6.2,101378.0
tt0944835,PG-13,100 min,6.4,318613.0
tt0390022,PG-13,118 min,7.2,64309.0
tt0499556,R,103 min,6.2,93143.0
tt0112864,R,128 min,7.6,392697.0
tt0113957,PG-13,114 min,6.0,69738.0
tt2209764,PG-13,119 min,6.2,231749.0
tt0109254,R,104 min,5.5,83375.0
tt1213663,R,109 min,6.9,285950.0
tt1617661,PG-13,127 min,5.3,190166.0
tt0091225,PG,110 min,4.7,48221.0
tt0092675,R,92 min,6.8,87206.0
tt1194173,PG-13,135 min,6.6,305484.0
tt1293847,PG-13,107 min,5.2,93530.0
tt2368619,R,92 min,6.3,45842.0
tt0082186,PG,118 min,6.9,45466.0
tt0089881,R,162 min,8.2,127150.0
tt1458175,PG-13,133 min,7.3,199332.0
tt1135084,PG-13,107 min,6.2,63676.0
tt0064757,PG,142 min,6.7,94047.0
tt0062765,M/PG,114 min,7.4,70970.0
tt2304933,PG-13,112 min,5.2,111742.0
tt0097428,PG,108 min,6.6,211296.0
tt0442933,PG-13,115 min,6.3,169877.0
tt11832046,G,86 min,6.1,6650.0
tt0424774,PG,93 min,3.7,39101.0
tt0120657,R,102 min,6.6,126780.0
tt2467046,PG-13,110 min,3.1,40575.0
tt1764651,R,103 min,6.6,310563.0
tt0058461,R,99 min,7.9,220658.0
tt1478964,R,88 min,6.6,108124.0
tt0083511,R,96 min,6.9,80226.0
tt0985694,R,105 min,6.6,199343.0
tt1059786,PG-13,118 min,6.6,189319.0
tt0960144,PG-13,113 min,5.6,205272.0
tt0452608,R,105 min,6.4,211717.0
tt0365686,R,111 min,6.3,97902.0
tt0061578,Approved,150 min,7.7,75176.0
tt0462465,R,115 min,6.2,76558.0
tt2369135,PG-13,132 min,6.4,173014.0
tt0285823,R,102 min,6.3,164413.0
tt0269347,R,94 min,6.0,48656.0
tt0406816,PG-13,139 min,6.9,94491.0
tt0122151,R,127 min,6.6,165845.0
tt0072281,PG,106 min,7.1,18780.0
tt2937898,R,125 min,7.0,74002.0
tt0253556,PG-13,101 min,6.2,138979.0
tt0102526,R,97 min,6.6,36395.0
tt0471042,PG-13,104 min,6.2,146521.0
tt0472033,PG-13,79 min,7.0,142099.0
tt0091326,PG,113 min,6.1,92644.0
tt0120891,PG-13,106 min,4.9,162840.0
tt1821694,PG-13,116 min,6.6,173809.0
tt0085811,PG,121 min,6.1,34411.0
tt0416236,PG,96 min,6.5,97946.0
tt0070034,R,102 min,7.6,106342.0
tt1985949,PG,97 min,6.3,95493.0
tt2377322,R,118 min,6.2,79674.0
tt1921064,PG-13,105 min,5.5,112871.0
tt0338459,PG,84 min,4.3,62040.0
tt1568338,PG-13,102 min,6.6,154477.0
tt8364368,R,87 min,6.1,86591.0
tt0242653,R,129 min,6.7,518907.0
tt1601913,R,117 min,6.8,255425.0
tt5461944,R,123 min,7.6,65814.0
tt1243957,PG-13,103 min,6.0,246603.0
tt0299977,PG-13,120 min,7.9,183153.0
tt0411477,PG-13,120 min,7.0,275593.0
tt0472399,R,93 min,6.5,163260.0
tt1512235,R,96 min,6.7,81246.0
tt0089530,PG-13,107 min,6.2,139409.0
tt2265171,R,150 min,7.9,125375.0
tt0087995,R,92 min,6.9,38498.0
tt0113820,PG,95 min,5.2,28315.0
tt2091935,R,95 min,6.3,57544.0
tt0426459,R,95 min,6.2,32538.0
tt0116908,R,121 min,6.8,81557.0
tt2312718,R,100 min,6.5,122650.0
tt0402022,PG-13,93 min,5.4,129962.0
tt0097647,PG,112 min,5.3,65358.0
tt0110478,PG,127 min,7.0,113929.0
tt1321870,R,113 min,6.7,217680.0
tt0132347,PG-13,121 min,6.1,68257.0
tt0092493,PG,108 min,5.7,58523.0
tt0318627,R,94 min,6.1,202486.0
tt1686821,PG-13,104 min,5.4,55543.0
tt0329101,R,97 min,5.7,121676.0
tt0071402,R,93 min,6.9,40459.0
tt0083190,R,123 min,7.4,33976.0
tt2557478,PG-13,111 min,5.6,119674.0
tt0435705,PG-13,96 min,6.2,160877.0
tt0378109,PG-13,110 min,5.9,77530.0
tt0101764,R,110 min,5.6,41867.0
tt1446192,PG,97 min,7.2,180100.0
tt0266915,PG-13,90 min,6.6,224912.0
tt0101393,R,137 min,6.7,82549.0
tt3531824,PG-13,96 min,6.5,133150.0
tt0116253,R,133 min,6.5,58957.0
tt0253754,PG-13,116 min,6.4,80621.0
tt0081747,PG,121 min,4.5,2912.0
tt1121096,PG-13,102 min,5.5,78401.0
tt0327850,PG-13,104 min,6.6,109235.0
tt0385307,PG-13,115 min,5.1,76700.0
tt2057392,R,102 min,7.3,87690.0
tt0386140,PG,129 min,5.9,103771.0
tt0092615,R,87 min,4.9,4439.0
tt2381991,PG-13,114 min,6.1,112662.0
tt1210819,PG-13,150 min,6.4,237273.0
tt4073790,PG-13,104 min,5.7,33168.0
tt0065214,R,135 min,7.9,86094.0
tt1517489,PG,89 min,3.5,26291.0
tt0993842,PG-13,111 min,6.8,201155.0
tt0117731,PG-13,111 min,7.6,127161.0
tt1057500,PG-13,134 min,7.3,161971.0
tt1622547,R,83 min,6.1,103028.0
tt1648179,PG,105 min,6.4,92742.0
tt2231253,R,92 min,5.6,56978.0
tt0098439,R,104 min,6.4,108062.0
tt0108238,R,102 min,5.8,43839.0
tt0882977,PG-13,112 min,6.4,89721.0
tt0406375,PG,101 min,6.2,107575.0
tt0811080,PG,135 min,6.0,74960.0
tt0227445,R,124 min,6.8,129863.0
tt0089893,PG-13,89 min,5.1,42773.0
tt0120685,PG-13,139 min,5.4,195976.0
tt0300556,PG-13,116 min,5.6,64053.0
tt0112401,R,133 min,6.3,84935.0
tt6738136,R,108 min,6.4,44777.0
tt0963966,PG,109 min,6.1,164427.0
tt0083630,PG,118 min,6.2,23878.0
tt0093640,R,114 min,7.1,41765.0
tt1615160,R,113 min,7.0,116997.0
tt0219653,R,99 min,4.9,34771.0
tt1103153,PG-13,100 min,5.4,93114.0
tt0443649,PG-13,109 min,5.1,132647.0
tt1924435,R,104 min,6.4,136044.0
tt3513498,PG,107 min,6.6,68998.0
tt0120179,PG-13,121 min,3.9,82636.0
tt0070909,PG,88 min,6.9,59870.0
tt0119051,R,117 min,6.9,75271.0
tt0089461,PG-13,109 min,6.8,16394.0
tt0844479,R,90 min,6.3,67302.0
tt0086393,PG,125 min,5.0,71583.0
tt7547410,PG,102 min,6.1,31825.0
tt0081573,PG,127 min,6.8,109416.0
tt1568911,PG-13,146 min,7.2,159925.0
tt0087078,PG,103 min,5.9,81693.0
tt0498380,R,141 min,7.9,164684.0
tt0480255,PG-13,97 min,6.2,103656.0
tt0190374,PG-13,107 min,3.6,34054.0
tt1602613,R,90 min,5.7,114199.0
tt0118956,R,106 min,6.1,38292.0
tt0120738,PG-13,130 min,5.2,73298.0
tt0401855,R,106 min,6.7,202806.0
tt0102975,PG,110 min,7.2,77285.0
tt0105698,R,102 min,6.1,91656.0
tt0120188,R,114 min,7.1,174509.0
tt1590193,PG-13,104 min,6.3,118160.0
tt1397514,PG,94 min,5.7,106527.0
tt0417148,R,105 min,5.5,141014.0
tt0244244,R,99 min,6.5,189958.0
tt1606378,R,98 min,5.2,209622.0
tt5956100,Not Rated,161 min,5.9,30325.0
tt3522806,R,98 min,5.7,87014.0
tt0425061,PG-13,110 min,6.5,220879.0
tt3616916,R,105 min,6.6,39692.0
tt0069113,PG,117 min,7.1,46573.0
tt0314353,R,121 min,6.6,124770.0
tt1038919,PG-13,110 min,5.5,129770.0
tt1517260,PG-13,125 min,5.8,116201.0
tt0355295,PG-13,118 min,5.9,123006.0
tt0100994,PG-13,104 min,6.5,37156.0
tt0268695,PG-13,96 min,6.0,126160.0
tt7390646,R,108 min,6.4,24658.0
tt0093692,PG,93 min,5.8,56016.0
tt0365907,R,114 min,6.5,123262.0
tt0181316,PG-13,93 min,6.3,84889.0
tt0072308,PG,165 min,7.0,45059.0
tt0758730,R,94 min,4.6,128020.0
tt0088194,PG,93 min,6.7,22272.0
tt0327437,PG,120 min,5.8,91331.0
tt0116225,R,101 min,5.7,76636.0
tt0094612,R,96 min,5.5,11586.0
tt0084684,R,103 min,5.4,6075.0
tt2025690,PG-13,117 min,6.7,67947.0
tt2592614,R,107 min,5.5,96069.0
tt0095631,R,126 min,7.5,88198.0
tt3072482,R,96 min,6.7,97470.0
tt0483607,R,105 min,5.9,78140.0
tt0325703,PG-13,117 min,5.5,140386.0
tt1397280,PG-13,92 min,6.2,310898.0
tt0091499,R,98 min,5.4,33554.0
tt0072926,Approved,129 min,6.3,20616.0
tt0130827,R,80 min,7.7,201046.0
tt0208003,PG-13,99 min,5.2,87216.0
tt1025100,PG-13,117 min,5.7,115431.0
tt0118548,R,121 min,6.7,56752.0
tt6811018,PG,120 min,6.1,17476.0
tt0421073,R,109 min,6.8,115659.0
tt0092240,PG-13,93 min,5.9,17443.0
tt0089370,PG,106 min,6.1,58929.0
tt0834001,R,92 min,6.5,162374.0
tt0206314,R,97 min,6.6,71400.0
tt0112715,PG-13,109 min,5.3,46610.0
tt0073631,Approved,125 min,6.6,26162.0
tt2975578,R,103 min,6.4,154988.0
tt2002718,R,107 min,5.6,80091.0
tt5360952,PG-13,103 min,5.1,21252.0
tt0419706,R,105 min,5.2,115175.0
tt4262980,Not Rated,120 min,6.8,29038.0
tt1450321,R,97 min,7.0,111120.0
tt1727776,R,93 min,6.3,51986.0
tt4572514,R,133 min,7.3,105220.0
tt0271668,PG-13,88 min,5.6,51926.0
tt0305357,PG-13,106 min,4.9,129404.0
tt3717252,R,91 min,5.7,77469.0
tt0120461,PG-13,104 min,5.5,78185.0
tt1855325,R,95 min,5.3,144730.0
tt0097138,R,86 min,5.0,32278.0
tt0097027,R,113 min,7.1,45430.0
tt0433362,R,98 min,6.4,130794.0
tt0072251,R,104 min,7.6,32185.0
tt0432021,R,94 min,6.2,198392.0
tt0119173,R,125 min,6.0,83300.0
tt0105402,PG,101 min,5.1,9185.0
tt0375568,PG,94 min,6.2,37707.0
tt1657507,PG-13,108 min,6.4,103054.0
tt2172934,PG-13,117 min,6.2,94806.0
tt0086859,R,128 min,5.9,12752.0
tt0388482,PG-13,87 min,6.3,206228.0
tt0338337,PG-13,119 min,6.3,110073.0
tt0078723,PG,118 min,5.8,34581.0
tt0100260,R,102 min,6.5,24350.0
tt0266987,R,126 min,7.0,159493.0
tt0114781,R,100 min,5.5,47913.0
tt0185183,PG-13,118 min,2.5,80908.0
tt1549920,R,107 min,6.3,140508.0
tt0115759,R,108 min,6.1,100647.0
tt4190530,R,120 min,7.2,50087.0
tt1742334,R,109 min,5.7,64447.0
tt2679042,R,96 min,5.7,92432.0
tt0120828,PG-13,102 min,5.9,79722.0
tt0056197,G,178 min,7.7,56834.0
tt0087262,R,114 min,6.0,35174.0
tt0357277,PG-13,97 min,4.7,94534.0
tt0457400,PG-13,102 min,5.3,72584.0
tt0107076,R,97 min,6.2,52885.0
tt1904996,R,118 min,6.2,124606.0
tt1448755,R,116 min,6.4,131961.0
tt0100263,R,117 min,7.3,73315.0
tt0067525,PG,98 min,6.4,32409.0
tt0146675,R,122 min,5.8,112307.0
tt0119303,PG,102 min,4.5,120254.0
tt0409182,PG-13,98 min,5.7,106592.0
tt0141926,PG-13,116 min,6.6,83510.0
tt0119229,R,107 min,7.3,96039.0
tt0088206,PG,124 min,4.4,22668.0
tt5074352,Not Rated,161 min,8.3,193979.0
tt2446042,PG-13,108 min,6.0,195688.0
tt0088170,PG,105 min,6.6,82187.0
tt0103923,PG-13,97 min,3.2,14362.0
tt0107144,PG-13,86 min,6.6,92908.0
tt0120053,PG-13,116 min,6.2,69867.0
tt0096933,R,125 min,6.6,56353.0
tt0120768,R,140 min,7.3,145707.0
tt0107843,R,109 min,6.1,28872.0
tt0293564,PG-13,91 min,6.2,172507.0
tt0119395,R,124 min,6.4,119245.0
tt0486576,PG,92 min,5.6,268862.0
tt1611224,R,105 min,5.9,157585.0
tt1121931,R,96 min,6.1,152404.0
tt2106361,PG-13,89 min,5.8,69481.0
tt0097770,R,109 min,6.4,44157.0
tt5834262,R,94 min,6.1,54868.0
tt0072856,R,80 min,6.2,28767.0
tt0113492,R,96 min,5.6,120065.0
tt0848537,PG,102 min,6.6,106731.0
tt0089470,PG-13,96 min,6.6,10887.0
tt0211443,R,92 min,4.4,57983.0
tt6663582,R,117 min,6.0,79206.0
tt0862467,Not Rated,93 min,6.0,61559.0
tt0117603,R,123 min,6.8,17014.0
tt0342258,R,103 min,7.0,104472.0
tt0237534,R,142 min,7.0,67887.0
tt0094074,PG,90 min,3.7,49765.0
tt0443559,R,95 min,6.0,21393.0
tt0292506,PG-13,115 min,6.6,138199.0
tt0475276,R,111 min,7.6,107711.0
tt0040076,Passed,110 min,7.0,3274.0
tt5968394,PG-13,109 min,6.0,55212.0
tt1190536,R,84 min,7.4,49840.0
tt1217613,PG-13,116 min,5.7,181758.0
tt0114857,R,106 min,5.5,30834.0
tt0060315,Not Rated,91 min,7.2,28855.0
tt0139414,R,82 min,5.8,62588.0
tt3014284,PG,101 min,6.0,27232.0
tt0271027,R,98 min,6.6,64692.0
tt2638144,PG-13,123 min,5.7,44968.0
tt3316948,R,96 min,6.1,93120.0
tt0072288,R,115 min,7.0,26328.0
tt0162650,R,99 min,6.0,78181.0
tt6205872,R,108 min,6.0,20306.0
tt1220634,R,96 min,5.8,173821.0
tt0092007,PG,119 min,7.3,87209.0
tt4463894,R,111 min,6.4,55025.0
tt14331144,PG-13,112 min,7.8,21185.0
tt0338564,R,101 min,8.0,126451.0
tt0181739,PG,95 min,6.3,36917.0
tt0112760,PG-13,124 min,5.7,28931.0
tt0316732,PG-13,97 min,4.5,43314.0
tt5758778,PG-13,102 min,5.8,125013.0
tt0272020,R,131 min,6.9,81920.0
tt1600195,PG-13,106 min,5.1,81434.0
tt4669264,R,109 min,6.5,23144.0
tt0026174,Passed,119 min,7.7,14814.0
tt0120844,PG,103 min,6.4,76410.0
tt0327554,PG-13,104 min,3.4,121189.0
tt0097659,R,97 min,6.4,57066.0
tt0111280,PG,118 min,6.6,83377.0
tt0098622,R,103 min,6.2,17663.0
tt5814534,PG,102 min,6.8,51135.0
tt8850222,Not Rated,116 min,5.5,34177.0
tt4218696,R,88 min,6.2,28111.0
tt1838556,PG-13,99 min,6.0,52122.0
tt0367479,PG-13,97 min,6.2,48383.0
tt0186566,PG-13,130 min,6.5,82838.0
tt0054953,Not Rated,158 min,7.5,52516.0
tt0102984,R,92 min,6.0,9157.0
tt1024943,Not Rated,162 min,6.7,45254.0
tt2490326,R,88 min,5.7,26665.0
tt0081529,PG,100 min,5.2,16435.0
tt1308728,R,91 min,5.4,28990.0
tt0117331,PG,100 min,5.0,34627.0
tt0068638,PG,123 min,7.3,33330.0
tt7734218,R,93 min,6.2,48653.0
tt1129442,PG-13,104 min,6.0,169844.0
tt4094724,R,108 min,6.0,103641.0
tt1020558,R,97 min,6.3,83894.0
tt0118883,R,135 min,6.7,102471.0
tt0104558,R,91 min,6.9,22367.0
tt4244998,PG-13,96 min,6.6,63695.0
tt4302938,PG,101 min,7.7,131512.0
tt0086325,PG,85 min,3.5,9036.0
tt0340163,R,113 min,6.5,111558.0
tt0100029,R,108 min,6.2,37363.0
tt1071875,PG-13,96 min,4.3,121442.0
tt0116136,PG-13,103 min,6.4,98760.0
tt0382992,PG-13,121 min,5.1,54819.0
tt2788732,PG,102 min,6.7,59429.0
tt6095472,PG,97 min,6.4,31080.0
tt0443632,PG-13,108 min,6.1,50237.0
tt2016894,Not Rated,132 min,5.5,35649.0
tt0091278,PG-13,117 min,5.5,15095.0
tt0271367,PG-13,99 min,5.5,58278.0
tt0119707,PG-13,95 min,3.6,55696.0
tt0115857,PG-13,107 min,5.6,53433.0
tt1240982,R,102 min,5.5,102134.0
tt1656190,R,94 min,6.5,112392.0
tt0089092,PG-13,108 min,6.8,49077.0
tt0077523,PG,114 min,6.3,28155.0
tt0467197,PG-13,100 min,5.3,127387.0
tt0287717,PG,100 min,5.2,69331.0
tt0088814,PG,80 min,6.3,37612.0
tt0465580,PG-13,111 min,6.1,112755.0
tt0132245,PG-13,116 min,4.6,41830.0
tt0095963,R,104 min,6.1,72412.0
tt1893256,R,100 min,6.2,73785.0
tt0274166,PG,87 min,6.2,164278.0
tt1137450,R,107 min,6.3,73320.0
tt0111255,R,110 min,5.6,67264.0
tt0118972,R,111 min,6.2,67478.0
tt0113501,R,102 min,6.4,27736.0
tt0091828,R,106 min,5.5,35327.0
tt0093560,PG-13,79 min,6.9,33321.0
tt0105104,R,84 min,5.9,48894.0
tt7339248,R,104 min,6.6,38650.0
tt1408253,PG-13,99 min,6.1,116735.0
tt0100135,PG-13,98 min,5.9,25439.0
tt0252503,R,109 min,6.5,37809.0
tt0046534,G,85 min,7.0,36652.0
tt1586752,R,129 min,6.7,67088.0
tt0831887,PG-13,103 min,4.7,61797.0
tt0460780,PG-13,127 min,3.8,49656.0
tt0462396,PG-13,101 min,5.4,36251.0
tt1527788,R,119 min,7.7,71041.0
tt1598828,PG-13,91 min,5.3,43055.0
tt0286112,PG,87 min,7.3,82875.0
tt2614684,R,99 min,7.2,57529.0
tt0094602,R,99 min,6.0,32914.0
tt0107978,PG-13,104 min,4.1,51427.0
tt1226273,R,117 min,6.6,95763.0
tt0165929,R,115 min,6.1,71462.0
tt0103596,PG,84 min,5.3,22182.0
tt0120913,PG,94 min,6.6,62101.0
tt0116830,R,101 min,6.4,59013.0
tt2387499,PG-13,105 min,5.9,64272.0
tt0091209,R,97 min,7.2,49496.0
tt3045616,R,107 min,5.5,74178.0
tt0089941,R,111 min,7.2,30504.0
tt0141369,PG,78 min,4.1,49096.0
tt0071517,R,92 min,6.5,10904.0
tt0065377,G,137 min,6.6,19658.0
tt0087032,PG,108 min,5.0,16594.0
tt1506999,R,93 min,5.8,87691.0
tt0296042,R,129 min,7.0,57340.0
tt0117438,R,121 min,6.7,130399.0
tt0465602,R,86 min,6.6,151734.0
tt0963178,R,118 min,6.5,96841.0
tt0107668,R,95 min,5.4,6217.0
tt7137380,R,121 min,6.2,30283.0
tt0094894,R,120 min,6.7,27656.0
tt0383222,R,95 min,2.9,36073.0
tt6921996,PG,89 min,6.2,76306.0
tt1114740,PG,91 min,5.2,112391.0
tt1646987,PG-13,99 min,5.7,191139.0
tt1458169,R,95 min,5.9,37776.0
tt0446013,R,99 min,5.4,45117.0
tt2076298,Not Rated,107 min,7.0,33483.0
tt4849438,Not Rated,167 min,8.2,104403.0
tt0095348,R,88 min,6.6,14008.0
tt0057197,G,104 min,7.3,28991.0
tt0084749,R,99 min,5.4,6849.0
tt0431197,R,110 min,7.0,127097.0
tt0116213,R,115 min,6.2,113806.0
tt0152930,Not Rated,86 min,7.0,85168.0
tt0806203,PG-13,84 min,6.0,48185.0
tt0120749,R,111 min,6.1,75455.0
tt1748227,R,82 min,6.1,51128.0
tt0099365,R,96 min,6.4,66162.0
tt0119874,R,124 min,6.0,59555.0
tt0367631,PG-13,91 min,5.3,16488.0
tt0450314,R,103 min,5.9,64365.0
tt0104815,R,81 min,6.8,68449.0
tt0865556,PG-13,104 min,6.5,106902.0
tt2720680,R,92 min,6.7,40527.0
tt0082869,R,109 min,6.6,30744.0
tt0337921,PG-13,94 min,6.5,102359.0
tt0368909,R,105 min,7.1,75801.0
tt0398712,R,109 min,6.3,79848.0
tt0112819,R,119 min,6.9,23023.0
tt0117774,R,114 min,6.0,14420.0
tt0066830,R,95 min,5.8,2859.0
tt0113481,R,96 min,5.6,73140.0
tt0199753,PG-13,106 min,5.7,58571.0
tt0137363,R,117 min,7.2,88240.0
tt0184894,PG-13,110 min,6.6,129735.0
tt0093489,R,92 min,5.8,2519.0
tt0346156,PG,106 min,6.1,85657.0
tt0103060,PG,88 min,6.0,57332.0
tt2017038,PG-13,106 min,6.9,81460.0
tt2515034,R,115 min,5.8,41971.0
tt1547234,PG-13,91 min,6.5,115509.0
tt0100631,PG,91 min,5.1,3906.0
tt2091256,PG,89 min,6.2,29550.0
tt0115956,R,116 min,6.6,56300.0
tt0443473,R,113 min,6.0,53019.0
tt10208198,Not Rated,109 min,6.9,16207.0
tt0089374,PG-13,100 min,7.5,38033.0
tt0082288,PG,109 min,6.6,18574.0
tt0098382,PG,107 min,5.5,61394.0
tt0070895,R,125 min,6.9,6269.0
tt0999913,R,110 min,5.8,34909.0
tt0077369,PG,110 min,6.3,17335.0
tt0800308,R,115 min,6.7,62327.0
tt6878038,Not Rated,137 min,7.9,26136.0
tt0068935,R,90 min,7.2,38282.0
tt1181791,R,102 min,6.4,49260.0
tt1496025,R,88 min,6.3,156524.0
tt0822847,PG-13,87 min,5.7,121193.0
tt0377062,PG-13,113 min,6.1,55268.0
tt0071216,R,84 min,5.7,2838.0
tt0102070,R,100 min,5.7,57593.0
tt0103112,R,111 min,6.6,23551.0
tt0091875,R,107 min,6.5,13684.0
tt0267804,PG-13,87 min,5.9,93298.0
tt0070355,R,124 min,7.2,63270.0
tt0259484,R,97 min,7.0,13054.0
tt0120157,R,99 min,6.0,57624.0
tt0385004,PG-13,119 min,7.5,113503.0
tt4139124,R,100 min,6.2,49822.0
tt1614989,R,100 min,7.5,103576.0
tt2513074,R,113 min,6.2,23176.0
tt0071455,PG,122 min,5.9,16620.0
tt0804461,R,105 min,6.7,72778.0
tt0861739,R,115 min,8.0,105615.0
tt0091129,PG-13,94 min,5.9,57150.0
tt0421054,R,127 min,5.9,67933.0
tt0416044,R,126 min,7.2,47536.0
tt1634122,PG,101 min,6.3,133632.0
tt1075417,PG,98 min,5.7,60854.0
tt0266465,R,109 min,6.0,48126.0
tt0313911,PG,102 min,5.1,35632.0
tt0190524,PG-13,96 min,4.3,10017.0
tt0093137,R,110 min,6.7,26397.0
tt1788391,Not Rated,95 min,6.4,42037.0
tt0087127,R,80 min,4.6,5525.0
tt0100485,R,124 min,6.2,19409.0
tt0053804,Approved,208 min,6.7,10258.0
tt2345737,R,103 min,6.4,49270.0
tt6523720,PG-13,106 min,6.2,12859.0
tt0089652,PG,94 min,5.9,6086.0
tt0317648,PG-13,136 min,6.7,83306.0
tt0838232,PG,92 min,5.6,46166.0
tt2199571,R,114 min,6.6,110922.0
tt0060862,PG-13,117 min,7.3,17286.0
tt0485985,PG-13,125 min,5.9,36108.0
tt0113010,R,91 min,4.3,13250.0
tt0107969,R,129 min,6.2,46640.0
tt1124037,R,139 min,6.9,59094.0
tt0082250,18+,89 min,5.9,16698.0
tt0240468,PG-13,81 min,6.2,47033.0
tt6133466,R,97 min,5.2,65520.0
tt7160070,Not Rated,139 min,7.2,16477.0
tt1219342,PG,97 min,6.9,84585.0
tt0228333,R,98 min,4.9,55717.0
tt2140379,PG-13,117 min,6.5,100772.0
tt0476964,R,122 min,6.7,61781.0
tt0453556,PG,87 min,6.2,65666.0
tt1591479,R,110 min,6.4,69975.0
tt1186367,R,99 min,6.3,73244.0
tt0216216,PG-13,123 min,5.9,124152.0
tt0085255,R,109 min,6.4,21962.0
tt0120184,PG-13,134 min,6.1,108221.0
